1999.999 0
2000.000 1
2002.000 1
2004.000 1
2006.000 1
2008.000 1
2010.000 1
2012.000 1
2014.000 1
2016.000 1
2018.000 1
2020.000 1
2022.000 1
2024.000 1
2026.000 1
2028.000 1
2030.000 1
2032.000 1
2034.000 1
2036.000 1
2038.000 1
2040.000 1
2042.000 1
2044.000 1
2046.000 1
2048.000 1
2050.000 1
2052.000 1
2054.000 1
2056.000 1
2058.000 1
2060.000 1
2062.000 1
2064.000 1
2066.000 1
2068.000 1
2070.000 1
2072.000 1
2074.000 1
2076.000 1
2078.000 1
2080.000 1
2082.000 1
2084.000 1
2086.000 1
2088.000 1
2090.000 1
2092.000 1
2094.000 1
2096.000 1
2098.000 1
2100.000 1
2102.000 1
2104.000 1
2106.000 1
2108.000 1
2110.000 1
2112.000 1
2114.000 1
2116.000 1
2118.000 1
2120.000 1
2122.000 1
2124.000 1
2126.000 1
2128.000 1
2130.000 1
2132.000 1
2134.000 1
2136.000 1
2138.000 1
2140.000 1
2142.000 1
2144.000 1
2146.000 1
2148.000 1
2150.000 1
2152.000 1
2154.000 1
2156.000 1
2158.000 1
2160.000 1
2162.000 1
2164.000 1
2166.000 1
2168.000 1
2170.000 1
2172.000 1
2174.000 1
2176.000 1
2178.000 1
2180.000 1
2182.000 1
2184.000 1
2186.000 1
2188.000 1
2190.000 1
2192.000 1
2194.000 1
2196.000 1
2198.000 1
2200.000 1
2202.000 1
2204.000 1
2206.000 1
2208.000 1
2210.000 1
2212.000 1
2214.000 1
2216.000 1
2218.000 1
2220.000 1
2222.000 1
2224.000 1
2226.000 1
2228.000 1
2230.000 1
2232.000 1
2234.000 1
2236.000 1
2238.000 1
2240.000 1
2242.000 1
2244.000 1
2246.000 1
2248.000 1
2250.000 1
2252.000 1
2254.000 1
2256.000 1
2258.000 1
2260.000 1
2262.000 1
2264.000 1
2266.000 1
2268.000 1
2270.000 1
2272.000 1
2274.000 1
2276.000 1
2278.000 1
2280.000 1
2282.000 1
2284.000 1
2286.000 1
2288.000 1
2290.000 1
2292.000 1
2294.000 1
2296.000 1
2298.000 1
2300.000 1
2302.000 1
2304.000 1
2306.000 1
2308.000 1
2310.000 1
2312.000 1
2314.000 1
2316.000 1
2318.000 1
2320.000 1
2322.000 1
2324.000 1
2326.000 1
2328.000 1
2330.000 1
2332.000 1
2334.000 1
2336.000 1
2338.000 1
2340.000 1
2342.000 1
2344.000 1
2346.000 1
2348.000 1
2350.000 1
2352.000 1
2354.000 1
2356.000 1
2358.000 1
2360.000 1
2362.000 1
2364.000 1
2366.000 1
2368.000 1
2370.000 1
2372.000 1
2374.000 1
2376.000 1
2378.000 1
2380.000 1
2382.000 1
2384.000 1
2386.000 1
2388.000 1
2390.000 1
2392.000 1
2394.000 1
2396.000 1
2398.000 1
2400.001 0
